customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
KP18988,Unknow,Unknow,High School or Below,0,0,101,0,Personal Auto,Unknow,484
TI92884,Unknow,Unknow,Bachelor,0,61844,106,0,Personal Auto,Luxury,508
JH73503,Unknow,Unknow,Doctor,0,24804,73,0,Personal Auto,Unknow,350
YE97964,California,Unknow,Bachelor,0,27760,104,0,Personal Auto,Unknow,302
VA30351,Unknow,Unknow,High School or Below,0,74454,71,0,Personal Auto,Unknow,340
PV55726,Unknow,Unknow,Master,0,29462,107,1,Personal Auto,Unknow,513
UC88305,Unknow,Unknow,College,0,52266,68,0,Corporate Auto,Unknow,141
TS53809,Unknow,Unknow,Bachelor,0,0,70,0,Personal Auto,Unknow,349
ZV32120,California,Unknow,Doctor,0,23599,103,0,Corporate Auto,Unknow,494
FB80807,Unknow,Unknow,Bachelor,0,36088,72,0,Personal Auto,Unknow,345
AS55677,California,Unknow,High School or Below,0,70534,104,0,Personal Auto,Unknow,54
WA15684,Unknow,Unknow,College,0,27398,125,1,Personal Auto,Unknow,600
SA50567,Unknow,Unknow,Bachelor,0,85296,68,0,Personal Auto,Unknow,342
KJ31611,Unknow,Unknow,High School or Below,0,31063,92,0,Personal Auto,Unknow,441
VL37375,California,Unknow,Bachelor,0,0,92,0,Personal Auto,Unknow,1027
KN21017,Unknow,Unknow,High School or Below,0,52367,81,0,Personal Auto,Unknow,275
PX44289,Unknow,Unknow,College,0,58651,71,0,Personal Auto,Unknow,472
AM97901,Unknow,Unknow,College,0,84831,192,0,Special Auto,Luxury,1336
RE42925,Unknow,Unknow,Bachelor,0,49088,114,1,Corporate Auto,Unknow,547
TR81766,California,Unknow,College,0,70263,93,0,Corporate Auto,Unknow,7
CH85057,Unknow,Unknow,Doctor,0,45354,285,0,Personal Auto,Luxury,540
UP71482,Unknow,Unknow,High School or Below,0,0,63,0,Personal Auto,Unknow,383
EG40670,California,Unknow,Bachelor,0,28334,83,0,Special Auto,Unknow,537
HV83672,Unknow,Unknow,Bachelor,0,38772,90,0,Personal Auto,Unknow,321
MG10140,Unknow,Unknow,College,0,41479,94,1,Personal Auto,Unknow,19
TC44716,California,Unknow,Bachelor,0,23909,119,0,Personal Auto,Unknow,571
QO65264,California,Unknow,College,0,48328,63,0,Personal Auto,Unknow,108
EB66698,California,Unknow,High School or Below,0,86689,85,0,Corporate Auto,Unknow,408
OT52034,California,Unknow,Bachelor,0,24204,99,1,Personal Auto,Unknow,707
CH85444,Unknow,Unknow,College,0,25943,110,0,Corporate Auto,Unknow,1067
PU85769,California,Unknow,High School or Below,0,0,73,0,Personal Auto,Unknow,807
UI73201,California,Unknow,College,0,62375,92,0,Personal Auto,Unknow,618
SL50592,California,Unknow,High School or Below,0,0,71,0,Corporate Auto,Unknow,404
XP11075,Unknow,Unknow,Bachelor,0,0,148,0,Personal Auto,Unknow,710
SI31236,Unknow,Unknow,Bachelor,0,70200,65,0,Corporate Auto,Unknow,312
JN26745,Unknow,Unknow,Bachelor,0,0,112,0,Special Auto,Unknow,707
VK48036,Unknow,Unknow,College,0,79027,70,0,Corporate Auto,Unknow,336
JX76668,Unknow,Unknow,High School or Below,0,62935,141,0,Personal Auto,Luxury,232
DS45802,California,Unknow,High School or Below,0,26893,68,0,Personal Auto,Unknow,68
OA96690,Unknow,Unknow,High School or Below,0,47406,94,1,Personal Auto,Unknow,287
EM27919,California,Unknow,Bachelor,0,17622,65,1,Personal Auto,Unknow,312
QO41043,Unknow,Unknow,College,0,27572,124,0,Corporate Auto,Unknow,595
OV50124,Unknow,Unknow,College,0,0,72,2,Personal Auto,Unknow,391
PR31642,Unknow,Unknow,Bachelor,0,32802,114,0,Personal Auto,Unknow,547
BU41599,Unknow,Unknow,Master,0,62739,70,0,Personal Auto,Unknow,239
TK30357,California,Unknow,Bachelor,0,90844,118,0,Personal Auto,Unknow,232
NF31087,Unknow,Unknow,High School or Below,0,44685,69,0,Personal Auto,Unknow,331
NH16984,California,Unknow,Bachelor,0,0,80,0,Personal Auto,Unknow,336
OS75493,California,Unknow,High School or Below,0,42589,98,0,Corporate Auto,Unknow,470
VT63298,Unknow,Unknow,Bachelor,0,0,72,0,Personal Auto,Unknow,345
QS75550,Unknow,Unknow,Bachelor,0,93383,62,0,Corporate Auto,Unknow,244
SZ16483,Unknow,Unknow,High School or Below,0,79583,109,2,Personal Auto,Unknow,523
VM92311,Unknow,Unknow,High School or Below,0,89129,64,0,Personal Auto,Unknow,328
NJ46849,Unknow,Unknow,College,0,0,69,0,Personal Auto,Unknow,496
WZ31900,Unknow,Unknow,Bachelor,0,94389,107,0,Corporate Auto,Unknow,85
RG30482,Unknow,Unknow,College,0,0,197,0,Personal Auto,Unknow,1418
ZM86949,Unknow,Unknow,High School or Below,0,84106,64,0,Personal Auto,Unknow,334
QQ39596,Unknow,Unknow,College,0,0,69,0,Personal Auto,Unknow,42
FH51383,California,Unknow,High School or Below,0,76717,66,0,Personal Auto,Unknow,300
BJ53923,Unknow,Unknow,High School or Below,0,51978,66,0,Corporate Auto,Unknow,144
CZ96653,Unknow,Unknow,Bachelor,0,47325,107,0,Personal Auto,Unknow,64
FB23788,Unknow,Unknow,High School or Below,0,86721,111,0,Corporate Auto,Unknow,532
NT43594,Unknow,Unknow,Bachelor,0,24910,63,1,Personal Auto,Unknow,347
RJ85627,Unknow,Unknow,Bachelor,0,43817,62,1,Personal Auto,Unknow,245
KJ86296,Unknow,Unknow,High School or Below,0,0,73,2,Personal Auto,Unknow,525
PI47776,Unknow,Unknow,Bachelor,0,89451,63,0,Corporate Auto,Unknow,61
MD73554,California,Unknow,College,0,59537,66,0,Personal Auto,Unknow,316
UX92071,Unknow,Unknow,High School or Below,0,0,199,0,Personal Auto,Luxury,955
YG44474,Unknow,Unknow,College,0,54193,117,0,Corporate Auto,Unknow,720
UH45301,Unknow,Unknow,College,0,86946,118,0,Personal Auto,Unknow,340
RY92647,California,Unknow,Bachelor,0,0,92,0,Personal Auto,Unknow,546
IK12620,Unknow,Unknow,High School or Below,0,12160,109,0,Personal Auto,Unknow,489
GQ66762,California,Unknow,College,0,33701,63,0,Personal Auto,Unknow,171
YT69858,Unknow,Unknow,Bachelor,0,85702,67,0,Personal Auto,Unknow,249
XD85577,California,Unknow,Bachelor,0,69417,73,1,Personal Auto,Unknow,30
TM65736,Unknow,Unknow,Master,0,38644,78,1,Personal Auto,Unknow,361
VJ51327,California,Unknow,High School or Below,0,63209,102,2,Personal Auto,Unknow,207
GS98873,Unknow,Unknow,Bachelor,0,16061,88,0,Personal Auto,Unknow,633
CW49887,Unknow,Unknow,Master,0,79487,114,0,Special Auto,Unknow,547
MY31220,Unknow,Unknow,College,0,54230,112,0,Personal Auto,Unknow,537
